delay,heading,ramp_inclinaison,motor_name,radius,mass,inertia,center_of_mass_without_motor,cone_length,rocket_length,fin_cat,number_of_ailerons,root_chord,tip_chord,span,fins_pos,fin_inclinaison,drag_coeff,trigger,rocket_id,trajectory_file,wind_velocity_x,wind_velocity_y
10,113.13626673871936,85.62394234705447,Pro54-5G Barasinga,0.0441322976778166,17.26402740535445,"(10.22265029384338, 10.22265029384338, 0.0641770741280035)",1.1380250822213314,0.2846674165298854,2.1192914561844978,trapezoidal,3,0.2710941880227606,0.1430840665655373,0.1071588457892368,0.0910588806487941,0.0,1.1669482862144978,apogee,rocket_0112,dataset\trajectories\rocket_0112_trajectory.csv,2.2116717497838856,0.3545158723573989
10,234.94216059900972,84.29833452182764,Pro75-3G,0.0749486760067792,6.703864647802266,"(7.699466254275807, 7.699466254275807, 0.018739184294104094)",1.1848729716307305,0.4384547177433242,2.234547667277789,trapezoidal,3,0.1860025299744646,0.110136711634833,0.232047713420446,0.0882339261039304,0.0,0.8164495731833578,apogee,rocket_0113,dataset\trajectories\rocket_0113_trajectory.csv,2.2116717497838856,0.3545158723573989
0,266.14837398181203,84.58301971099844,Pro75-3G,0.0711119599438138,9.662877719605747,"(9.247907599543225, 9.247907599543225, 0.024394687587550833)",1.055709900197971,0.4010075958848331,1.779468621160014,elyptique,4,0.1686657126156414,0.105228799804616,0.1379928231303861,0.0673295366061627,0.0,1.1474529747326423,apogee,rocket_0114,dataset\trajectories\rocket_0114_trajectory.csv,-0.3770947103207668,-4.383587934670906
4,126.24339263336049,85.85203318044144,Pro75M1670,0.0709180477310894,22.82214466587685,"(12.328067543084932, 12.328067543084932, 0.030399188475348567)",1.4771091034489343,0.5256968810572711,1.948180487147105,elyptique,3,0.2735719126082845,0.2062237075518712,0.2375762034371642,0.0897696942445114,0.0,1.046889458199446,apogee,rocket_0115,dataset\trajectories\rocket_0115_trajectory.csv,10.962671274577827,-1.7709293253944107
6,54.76533277306813,87.82022882551996,Pro75M1670,0.0581691985683107,12.894290929050715,"(14.583788361799545, 14.583788361799545, 0.049744770764640504)",0.8039020323455934,0.2873058600437538,1.5644582208074675,trapezoidal,3,0.2292721897052616,0.1207173435471301,0.144323208039773,0.0916841729368927,0.0,1.1382909161897856,apogee,rocket_0116,dataset\trajectories\rocket_0116_trajectory.csv,4.851061303467843,-2.7955895976115053
6,4.356070033956634,87.41787746950318,Pro75-3G,0.0662276331369467,11.787654370630552,"(8.30965666568428, 8.30965666568428, 0.0337954337414188)",1.4502045733695672,0.3484796626697678,2.3523405463873823,elyptique,4,0.1718942985306988,0.1279481870285003,0.1911217337492057,0.0260490102464414,0.0,1.1042128742602484,apogee,rocket_0117,dataset\trajectories\rocket_0117_trajectory.csv,4.851061303467843,-2.7955895976115053
0,250.79033980784635,86.70870167451078,Pro75-3G,0.0457445310375445,14.876503393755732,"(10.24911040132924, 10.24911040132924, 0.03551370627434497)",1.6208639380025756,0.4985700832900991,2.9475174873078203,trapezoidal,3,0.1759918602930244,0.1024364891611247,0.1688751664244108,0.0105785672282386,0.0,0.9848003721660292,apogee,rocket_0118,dataset\trajectories\rocket_0118_trajectory.csv,-0.3770947103207668,-4.383587934670906
9,251.1743989736786,85.23585805061339,Pro75M1670,0.1114624512507658,12.469724409485028,"(17.801362947475745, 17.801362947475745, 0.021693198530989367)",2.152599948013467,0.5759990569351825,2.9839288031856315,trapezoidal,3,0.2281865210208579,0.1813112581708483,0.1234497130660194,0.0783165012268444,0.0,1.09610935553638,apogee,rocket_0119,dataset\trajectories\rocket_0119_trajectory.csv,3.502083834084912,0.0696858527949351
2,102.7606842078243,86.05999574208903,Pro75-3G,0.0725391606739034,16.374334111340723,"(12.85606924746079, 12.85606924746079, 0.07561448642973444)",1.5659633403241324,0.3820505062687104,2.1006317819960407,trapezoidal,3,0.3277721413913237,0.1957120632809139,0.2252982091825702,0.0963195682670991,0.0,1.0354229778563162,apogee,rocket_0120,dataset\trajectories\rocket_0120_trajectory.csv,0.0892761428145231,0.2047651933247667
4,73.18481087520564,84.87851052037308,Pro75M1670,0.1431214780337195,9.54818439484147,"(13.66130508581347, 13.66130508581347, 0.01298323280730038)",1.4227558729990155,0.5283011880219126,2.583285782077472,elyptique,4,0.3338165614156834,0.1904585993293085,0.2116960111396083,0.067017710759073,0.0,0.8701231536182037,apogee,rocket_0121,dataset\trajectories\rocket_0121_trajectory.csv,10.962671274577827,-1.7709293253944107
10,225.26551622135585,88.2299299020367,Pro54-5G Barasinga,0.0972111069487993,11.160930418341287,"(10.141911884782486, 10.141911884782486, 0.05160062366713407)",1.5581566391231718,0.5426526577392774,2.763648578824589,elyptique,4,0.3334650901590811,0.2464491392145578,0.241150367902647,0.0805147597688851,0.0,1.0939753690644858,apogee,rocket_0122,dataset\trajectories\rocket_0122_trajectory.csv,2.2116717497838856,0.3545158723573989
3,174.88635627961844,88.98864423548562,Pro75M1670,0.1053059608963416,19.73502914440869,"(10.772854020579448, 10.772854020579448, 0.05292637195089151)",1.1676847249650275,0.426177986409187,1.8578568823833557,trapezoidal,3,0.2813433137504633,0.0889177833958051,0.1680080447794444,0.0024555291594501,0.0,0.9930317568010584,apogee,rocket_0123,dataset\trajectories\rocket_0123_trajectory.csv,7.153228494566543,2.442886087934869
10,243.11623608123045,86.81647472829263,Pro75-3G,0.0983722256257725,16.402541848893108,"(12.783031260709434, 12.783031260709434, 0.06298321266534312)",1.1080719945929705,0.5511492680309156,2.072068286996038,trapezoidal,4,0.2513155937746977,0.0914568962047214,0.1421776784598106,0.0637993725192473,0.0,0.8535025240840326,apogee,rocket_0124,dataset\trajectories\rocket_0124_trajectory.csv,2.2116717497838856,0.3545158723573989
3,37.2184350758243,85.69677803880789,Pro75-3G,0.0646063390715432,23.325436365831276,"(15.597731440615686, 15.597731440615686, 0.05061927819396674)",1.0749665832751572,0.5649699543591615,1.830251312068616,trapezoidal,4,0.2132946505691497,0.0775872756761428,0.1466890761506787,0.0043459015535141,0.0,1.0606639312428037,apogee,rocket_0125,dataset\trajectories\rocket_0125_trajectory.csv,7.153228494566543,2.442886087934869
9,150.0109854879956,84.58116884739381,Pro54-5G Barasinga,0.1341730714942849,16.23652221590054,"(11.50354694186547, 11.50354694186547, 0.03314897089792791)",1.181543494880201,0.5388355481749388,1.5472611112028207,trapezoidal,4,0.2668522104660796,0.1991725893762612,0.1679088071881484,0.0088338721931053,0.0,0.8731112802370765,apogee,rocket_0126,dataset\trajectories\rocket_0126_trajectory.csv,3.502083834084912,0.0696858527949351
4,298.351212223441,84.14116886104965,Pro54-5G Barasinga,0.0418343606555907,8.118288736472719,"(11.75510935250059, 11.75510935250059, 0.016064032789522526)",1.8252067526711864,0.4208410082138337,2.973524833896133,trapezoidal,3,0.2756077188073399,0.1604313891166093,0.1590061003164706,0.0549657346120525,0.0,1.1758761507384552,apogee,rocket_0127,dataset\trajectories\rocket_0127_trajectory.csv,10.962671274577827,-1.7709293253944107
6,198.1298641938756,84.68686340262651,Pro54-5G Barasinga,0.0616031982222872,16.102410718423076,"(18.755643874765838, 18.755643874765838, 0.05902767872842127)",1.8432306374986451,0.3000376097633724,2.9293292545927785,elyptique,3,0.2311870353050878,0.0682442630355922,0.220030505615435,0.0999507736664321,0.0,0.8206318322690541,apogee,rocket_0128,dataset\trajectories\rocket_0128_trajectory.csv,4.851061303467843,-2.7955895976115053
8,310.1394529038676,86.82252074550513,Pro54-5G Barasinga,0.1141132484309981,8.495423205219106,"(7.9245677809020565, 7.9245677809020565, 0.024834044533959078)",1.1194842176302433,0.5503139385105089,1.7708709406122352,trapezoidal,4,0.338600499850602,0.2324284791438819,0.2133059837354881,0.0255848236495758,0.0,0.890282166050807,apogee,rocket_0129,dataset\trajectories\rocket_0129_trajectory.csv,-0.1657602186841031,-0.2725386100670378
9,263.66945648179336,85.70702972235763,Pro75-3G,0.067204886312141,9.40940540679821,"(4.784090689921179, 4.784090689921179, 0.02905498276314005)",1.1740736772049671,0.5518862088751135,2.325420640699937,elyptique,3,0.2081814547669245,0.1071979876300765,0.1390167838688822,0.0873421429300768,0.0,1.116133145072088,apogee,rocket_0130,dataset\trajectories\rocket_0130_trajectory.csv,3.502083834084912,0.0696858527949351
10,253.27034564534495,87.25243347065032,Pro75M1670,0.1015323088959246,24.306673577575605,"(20.774830181132618, 20.774830181132618, 0.03405868132902347)",1.1908876849918355,0.4206729195303091,2.193260470858796,trapezoidal,4,0.3072099056318949,0.0759969369284115,0.1816264855677785,0.0250122637814098,0.0,1.113097279847628,apogee,rocket_0131,dataset\trajectories\rocket_0131_trajectory.csv,2.2116717497838856,0.3545158723573989
8,94.20064308830362,87.10387436471909,Pro75-3G,0.0868099941357527,5.683007662566908,"(7.485719436469071, 7.485719436469071, 0.0069036502183117)",1.057972342179187,0.3351873085318445,2.033343864403923,elyptique,3,0.2969783454221539,0.1937829406219491,0.2323772420399963,0.0651954995043459,0.0,1.1845621161160704,apogee,rocket_0132,dataset\trajectories\rocket_0132_trajectory.csv,-0.1657602186841031,-0.2725386100670378
8,118.7717917581701,85.19952579808401,Pro75M1670,0.1168433963466522,6.208903984166971,"(7.427223785281435, 7.427223785281435, 0.01049299393887237)",0.9073466277777366,0.3219979584142792,1.6718344042486768,elyptique,3,0.1967211225944184,0.1260147990504746,0.2464953569028333,0.0200602022697226,0.0,0.9984072639942604,apogee,rocket_0133,dataset\trajectories\rocket_0133_trajectory.csv,-0.1657602186841031,-0.2725386100670378
5,293.12676159950416,84.01029724881224,Pro75M1670,0.0576550579826738,18.77934269946656,"(23.419160309290486, 23.419160309290486, 0.03616445956600704)",1.6051800765971342,0.4743483545479213,2.386324134173964,trapezoidal,4,0.2559241933739845,0.1742026119769948,0.1172148182422806,0.0903260705724402,0.0,1.0234312579398848,apogee,rocket_0134,dataset\trajectories\rocket_0134_trajectory.csv,4.49307818878253,-3.334975206886298
1,210.2512234054276,86.93213119025752,Pro75M1670,0.0516072640303732,18.07024818027393,"(25.782262415740547, 25.782262415740547, 0.07248246273295156)",0.9805958635161582,0.4519163582676641,1.6328798209918671,trapezoidal,3,0.1651722283798894,0.0942824465800987,0.1394015708772482,0.0160399124123563,0.0,1.121420477932726,apogee,rocket_0135,dataset\trajectories\rocket_0135_trajectory.csv,5.0054166108071,-3.2701367138572666
1,327.9083653344797,88.134489562855,Pro75-3G,0.0607639177366858,9.648976897552735,"(7.7873855728443715, 7.7873855728443715, 0.04169812195037536)",1.5079990221586923,0.4131962085612008,1.9640515724105616,elyptique,4,0.3155521002472532,0.1521489476170706,0.1596527439473243,0.0719363692745144,0.0,1.121687252766934,apogee,rocket_0136,dataset\trajectories\rocket_0136_trajectory.csv,5.0054166108071,-3.2701367138572666
3,68.64128065731971,87.70986119010861,Pro54-5G Barasinga,0.0575961033922047,21.223258618407822,"(11.00772354567839, 11.00772354567839, 0.048660086815070974)",2.024985395563212,0.440601606882389,2.9991854838580614,trapezoidal,3,0.2730417606633272,0.1696156385601783,0.1887812007425511,0.0269483988973325,0.0,1.1752075824442727,apogee,rocket_0137,dataset\trajectories\rocket_0137_trajectory.csv,7.153228494566543,2.442886087934869
7,355.57244083498927,84.39228027092913,Pro75-3G,0.1021434324331873,16.813295803733517,"(18.633498521782045, 18.633498521782045, 0.06878364934656356)",1.2144010591343777,0.4935746160124704,2.2910867367901724,trapezoidal,4,0.2487816016282755,0.14268498914371,0.1614740295338422,0.0360651041236413,0.0,1.1729980157562574,apogee,rocket_0138,dataset\trajectories\rocket_0138_trajectory.csv,1.7418573174470149,-0.6793429996391145
2,354.72714751892875,85.86882915786339,Pro75M1670,0.0962921834840105,23.71853790552596,"(28.348364131590877, 28.348364131590877, 0.0424961538613354)",1.5367702378974109,0.2306023734191884,2.765444912229731,elyptique,3,0.1693842605645248,0.0531219065407201,0.2071055321048185,0.0768868208912605,0.0,1.16348995239728,apogee,rocket_0139,dataset\trajectories\rocket_0139_trajectory.csv,0.0892761428145231,0.2047651933247667
2,90.21204850292096,86.79201346286409,Pro75-3G,0.0927736376456759,13.277784742217484,"(11.483990456140948, 11.483990456140948, 0.05462388910891205)",1.5664271045442493,0.2347471799051344,2.472551189037717,trapezoidal,4,0.2420459545477935,0.1310661385396001,0.1888508427524134,0.0151393644011237,0.0,0.8194202763865334,apogee,rocket_0140,dataset\trajectories\rocket_0140_trajectory.csv,0.0892761428145231,0.2047651933247667
5,333.5992617351172,88.2524757813755,Pro54-5G Barasinga,0.1275153988672039,6.873717212601076,"(7.4412555549729325, 7.4412555549729325, 0.024864498519446283)",1.8509434351149503,0.5247830872623878,2.519190150897105,trapezoidal,3,0.2055507703582922,0.1386959356169333,0.2446087698415473,0.035818467776841,0.0,1.1102078402516544,apogee,rocket_0141,dataset\trajectories\rocket_0141_trajectory.csv,4.49307818878253,-3.334975206886298
2,45.03089712557195,87.70048923845002,Pro75-3G,0.1408726388196084,15.315363009702756,"(22.831685418105394, 22.831685418105394, 0.054793299219720086)",1.266477697713274,0.5937172825536807,1.6127600750427389,trapezoidal,4,0.2423725149932628,0.1593295145654129,0.1955522320293937,0.0930820258218551,0.0,0.9530603083250948,apogee,rocket_0142,dataset\trajectories\rocket_0142_trajectory.csv,0.0892761428145231,0.2047651933247667
3,294.52577508502503,87.53149890085741,Pro75M1670,0.076426174648663,14.156976002235147,"(9.934287737471516, 9.934287737471516, 0.04359989927783553)",1.7788540688902608,0.5642719889506367,2.2665142801536406,elyptique,4,0.2005913162665577,0.0648291968973967,0.18580235274068,0.0701901007298232,0.0,1.0974656147440771,apogee,rocket_0143,dataset\trajectories\rocket_0143_trajectory.csv,7.153228494566543,2.442886087934869
10,263.9872903353463,88.29539614063529,Pro75M1670,0.0600843641833825,18.024855792328164,"(10.578371103877137, 10.578371103877137, 0.07427082826709806)",1.7250118829337595,0.4211754509557896,2.5469954039983023,elyptique,4,0.190188693152965,0.0568121756394463,0.2131012278818974,0.0189287515754107,0.0,1.051273030637084,apogee,rocket_0144,dataset\trajectories\rocket_0144_trajectory.csv,2.2116717497838856,0.3545158723573989
0,40.45818723131032,88.87882719008262,Pro75M1670,0.0495718127997451,7.427337663229279,"(8.633618636140486, 8.633618636140486, 0.021526521852749423)",1.5421821714664592,0.492635634245824,2.0412739223875054,trapezoidal,4,0.2054936615690101,0.1136647479555353,0.1755665442005833,0.0364470792861027,0.0,1.1988701819960952,apogee,rocket_0145,dataset\trajectories\rocket_0145_trajectory.csv,-0.3770947103207668,-4.383587934670906
2,357.8563309395135,86.36013080480582,Pro75M1670,0.1151855119886179,18.166719417979422,"(26.72892053980879, 26.72892053980879, 0.05650147315771303)",1.4611732783491864,0.4957688674236256,2.4540877049828613,elyptique,3,0.3096556104387399,0.1949022343801824,0.1634582540924464,0.0241625721292682,0.0,0.9558264385511664,apogee,rocket_0146,dataset\trajectories\rocket_0146_trajectory.csv,0.0892761428145231,0.2047651933247667
9,91.8151714766202,88.44571232437752,Pro54-5G Barasinga,0.0635001642599958,24.353970069566525,"(22.8462072994065, 22.8462072994065, 0.02916144457284514)",0.8908593154795157,0.3315604265766745,1.6558247816348333,elyptique,4,0.2938906890067844,0.0725132178794996,0.2083531315998242,0.0304354698346005,0.0,0.9603684991611866,apogee,rocket_0147,dataset\trajectories\rocket_0147_trajectory.csv,3.502083834084912,0.0696858527949351
5,194.4718275214776,87.05231750726473,Pro75M1670,0.0509766890336025,8.530092925877558,"(12.453449700629406, 12.453449700629406, 0.028168209701905627)",1.5897937749954636,0.3034919384590555,2.613027681623163,elyptique,4,0.3410795204657863,0.2520392358020321,0.2215708957030723,0.0278439583180012,0.0,1.0930484891731085,apogee,rocket_0148,dataset\trajectories\rocket_0148_trajectory.csv,4.49307818878253,-3.334975206886298
8,250.55761363096255,86.80574733732996,Pro75-3G,0.0563439112315018,5.68525536590548,"(8.145805534522871, 8.145805534522871, 0.02555340746304849)",1.1905811937516495,0.3674770622581213,2.2392247152997604,elyptique,4,0.2065616225188007,0.1393160595957282,0.157445374640856,0.0050497277782615,0.0,1.1776894063538943,apogee,rocket_0149,dataset\trajectories\rocket_0149_trajectory.csv,-0.1657602186841031,-0.2725386100670378
6,311.059544434402,84.55938119772514,Pro54-5G Barasinga,0.0890653928320104,23.47719761136895,"(27.786435482314676, 27.786435482314676, 0.09811533536360759)",1.2674873474765158,0.2012620321393378,2.0716726498839435,elyptique,3,0.3079641867502215,0.1798411831926541,0.2426506754733,0.0700376853278695,0.0,1.0302762749078826,apogee,rocket_0150,dataset\trajectories\rocket_0150_trajectory.csv,4.851061303467843,-2.7955895976115053
10,13.874273746359863,87.20838309664092,Pro75-3G,0.0663150910975462,9.011762706165198,"(4.61233675409819, 4.61233675409819, 0.021565917706944673)",1.309982201910321,0.5024009081486445,2.2911033387352875,trapezoidal,4,0.2400746255512329,0.0947439314403093,0.2206320317822003,0.0788895370007382,0.0,1.0205564256806663,apogee,rocket_0151,dataset\trajectories\rocket_0151_trajectory.csv,2.2116717497838856,0.3545158723573989
1,55.71065297012607,87.41260056660184,Pro75M1670,0.0531378165692445,12.28136575075946,"(13.214391214660825, 13.214391214660825, 0.05517906829511712)",1.7715376608004312,0.5286314243648298,2.3441662441615283,trapezoidal,3,0.1769624853005329,0.1264072764895611,0.1742839523056785,0.072005253954796,0.0,0.8721384902921071,apogee,rocket_0152,dataset\trajectories\rocket_0152_trajectory.csv,5.0054166108071,-3.2701367138572666
1,348.13722172316966,84.14902538346665,Pro54-5G Barasinga,0.1314417457360703,10.81395586030763,"(16.006475560645363, 16.006475560645363, 0.041042326297561306)",1.1555171813674112,0.218432918853833,1.6853665140004104,elyptique,4,0.2598521130333993,0.1034176864992443,0.2235314699769033,0.0539697313218395,0.0,0.8899292242967966,apogee,rocket_0153,dataset\trajectories\rocket_0153_trajectory.csv,5.0054166108071,-3.2701367138572666
1,2.7364396242633315,86.0107054851013,Pro75-3G,0.1254723574023478,8.914908136086213,"(5.029166131382816, 5.029166131382816, 0.035278519686784894)",1.79819952542192,0.2862627903595427,2.673066841398549,trapezoidal,3,0.2595867220798963,0.1809356867281084,0.2246727918300083,0.0921874624886386,0.0,1.145602065001969,apogee,rocket_0154,dataset\trajectories\rocket_0154_trajectory.csv,5.0054166108071,-3.2701367138572666
1,66.50464305727319,88.43550776691322,Pro75M1670,0.061464356032631,8.95114806251816,"(8.9823454860941, 8.9823454860941, 0.041841953061436246)",1.6399074756610883,0.2021338008733146,2.6343555047865634,elyptique,4,0.2447916953611419,0.1089794291569787,0.165193004973025,0.0099333653580268,0.0,1.043198737632896,apogee,rocket_0155,dataset\trajectories\rocket_0155_trajectory.csv,5.0054166108071,-3.2701367138572666
0,99.69778466217883,88.97531657057229,Pro54-5G Barasinga,0.071329337167259,19.32103903501371,"(16.66820710014038, 16.66820710014038, 0.06369056607980707)",1.448841497325272,0.2191346429100809,2.3057074877503454,elyptique,4,0.1565509331131636,0.1133419841903615,0.1656372599149005,0.0789455448399199,0.0,1.0759843223645458,apogee,rocket_0156,dataset\trajectories\rocket_0156_trajectory.csv,-0.3770947103207668,-4.383587934670906
5,260.46853111405846,84.38417899157277,Pro75M1670,0.108591039780706,15.780396741101336,"(20.419085570228898, 20.419085570228898, 0.07448214028768986)",1.4763171301834266,0.40977889512995,2.179086969804489,elyptique,3,0.3469393813349428,0.1785548919095321,0.165250089753061,0.0638585905115981,0.0,1.1103122003100043,apogee,rocket_0157,dataset\trajectories\rocket_0157_trajectory.csv,4.49307818878253,-3.334975206886298
4,189.5022820119982,84.40831397139812,Pro54-5G Barasinga,0.1355007658937147,20.037784453414204,"(16.341129802195994, 16.341129802195994, 0.04943484681807335)",1.5128084689573968,0.4376400761353888,1.9516789684079636,trapezoidal,3,0.3103493165409295,0.0875360472571369,0.1650821285338654,0.0736129412393909,0.0,1.1981415146885852,apogee,rocket_0158,dataset\trajectories\rocket_0158_trajectory.csv,10.962671274577827,-1.7709293253944107
0,92.48032115723376,84.04345868989773,Pro75-3G,0.1084390032611735,21.454060256092387,"(11.10299934600384, 11.10299934600384, 0.021538729701126347)",1.497721046256302,0.2757005499404671,2.541215916744316,elyptique,4,0.2533563343363083,0.1141854118360735,0.2146539452253697,0.0982117247791121,0.0,1.108170550997384,apogee,rocket_0159,dataset\trajectories\rocket_0159_trajectory.csv,-0.3770947103207668,-4.383587934670906
3,46.31085173111898,88.1629944294951,Pro54-5G Barasinga,0.0751875609997625,23.93369135871477,"(25.667489909835048, 25.667489909835048, 0.08994652275464873)",1.4967389768194617,0.226927952589656,2.187316186665379,elyptique,4,0.1626378192592336,0.1044155338092776,0.2340274287003172,0.0987215492552484,0.0,1.142674295899405,apogee,rocket_0160,dataset\trajectories\rocket_0160_trajectory.csv,7.153228494566543,2.442886087934869
0,311.6505575492612,86.32008754930847,Pro75-3G,0.0513597432601912,7.711340154854394,"(5.272148323560562, 5.272148323560562, 0.02113627378234083)",2.1581736464621404,0.5420985846216768,2.9401480607102863,elyptique,4,0.1721141245111465,0.1085884645947215,0.2021634480143119,0.0022032037301456,0.0,1.1787817126516742,apogee,rocket_0161,dataset\trajectories\rocket_0161_trajectory.csv,-0.3770947103207668,-4.383587934670906
9,22.914737069154427,85.96050870405678,Pro54-5G Barasinga,0.1016271277963559,10.721812228417289,"(13.244580250737746, 13.244580250737746, 0.03190175647930666)",1.3672095449110455,0.4275170317117889,2.097548241286699,elyptique,3,0.2457711238767443,0.158088112009763,0.1591653849212654,0.0093935613233079,0.0,1.194507942134171,apogee,rocket_0162,dataset\trajectories\rocket_0162_trajectory.csv,3.502083834084912,0.0696858527949351
7,238.75245277499647,88.6005763707341,Pro75-3G,0.0974115136863575,23.860173459234947,"(18.58901882587711, 18.58901882587711, 0.09789371920311712)",2.2266153718177653,0.3511721068131247,2.937480285110744,elyptique,3,0.2276350263300071,0.0934213963852916,0.1332598802732598,0.0713299489179767,0.0,1.0528730206936667,apogee,rocket_0163,dataset\trajectories\rocket_0163_trajectory.csv,1.7418573174470149,-0.6793429996391145
9,152.64951582452818,87.16619857975341,Pro75-3G,0.1004731025329594,17.843813912920687,"(19.156611867649595, 19.156611867649595, 0.04693428619153016)",1.1603679980558053,0.535888458941004,1.848447885346692,elyptique,3,0.2534658802968187,0.0960612195095945,0.2089722232890859,0.0777076995006548,0.0,1.168107786974976,apogee,rocket_0164,dataset\trajectories\rocket_0164_trajectory.csv,3.502083834084912,0.0696858527949351
4,263.7417203885329,85.76627418721752,Pro54-5G Barasinga,0.0692117726986685,20.21484060266088,"(13.075553503177662, 13.075553503177662, 0.03469798631185192)",1.6884844492618876,0.330646595242646,2.705931744735304,trapezoidal,4,0.2915030786633122,0.2233425730607171,0.2474293044521867,0.0302766924940828,0.0,0.8251958932675133,apogee,rocket_0165,dataset\trajectories\rocket_0165_trajectory.csv,10.962671274577827,-1.7709293253944107
4,60.59601742421848,84.71636352075018,Pro75-3G,0.07154125903629,12.584993654421393,"(14.435224704800284, 14.435224704800284, 0.020406050184552025)",1.5074329895134626,0.5635508645446219,2.6527134076893493,trapezoidal,3,0.1877791310478661,0.0608917143449563,0.1136472038215106,0.0869017474002502,0.0,1.1034084213484532,apogee,rocket_0166,dataset\trajectories\rocket_0166_trajectory.csv,10.962671274577827,-1.7709293253944107
8,313.3575442216674,88.08038596838574,Pro75M1670,0.0947701800879737,12.882472171632628,"(12.403894378695043, 12.403894378695043, 0.019231150258987702)",1.433877065744713,0.2519151478564955,2.0459299877951747,trapezoidal,3,0.2233755958045491,0.1666778804051468,0.1979628060339128,0.0129116088418134,0.0,1.091355425752445,apogee,rocket_0167,dataset\trajectories\rocket_0167_trajectory.csv,-0.1657602186841031,-0.2725386100670378
4,111.52078879391792,84.93777881698064,Pro75-3G,0.1155359217210889,18.098082354375503,"(19.025495226539185, 19.025495226539185, 0.04783148606404386)",1.9505843636027755,0.3480195950036324,2.5921928481380365,elyptique,3,0.2019570429506124,0.090033337016221,0.2323728058399498,0.082245658979741,0.0,0.9801403679601748,apogee,rocket_0168,dataset\trajectories\rocket_0168_trajectory.csv,10.962671274577827,-1.7709293253944107
7,92.55586836916711,86.2976709507289,Pro75-3G,0.0924117248283289,8.939150597623577,"(13.36149147295054, 13.36149147295054, 0.04031953699163078)",2.025027193094866,0.4410180902626968,2.556983981576279,elyptique,4,0.1756344574525071,0.1179006844216074,0.2056513723698494,0.0484682128705141,0.0,0.9606760063383828,apogee,rocket_0169,dataset\trajectories\rocket_0169_trajectory.csv,1.7418573174470149,-0.6793429996391145
5,285.1386347248351,86.37618757950798,Pro75-3G,0.0971752998043404,14.241180907191993,"(13.398774545757112, 13.398774545757112, 0.030149568077952188)",1.2033946195579683,0.2981954004622172,1.931360585957529,elyptique,4,0.3369688492143204,0.1053372374326368,0.1235589357829065,0.043056695308286,0.0,1.139907437800591,apogee,rocket_0170,dataset\trajectories\rocket_0170_trajectory.csv,4.49307818878253,-3.334975206886298
1,349.6133234761175,88.09304453680505,Pro75-3G,0.0993154186597804,13.674055331478396,"(7.298441833339177, 7.298441833339177, 0.014521479467568241)",1.3381815218943638,0.5794514421285748,1.7126492048771746,trapezoidal,3,0.2771910869693886,0.0637046642928331,0.1281175792365958,0.0162326269093717,0.0,1.05233797643794,apogee,rocket_0171,dataset\trajectories\rocket_0171_trajectory.csv,5.0054166108071,-3.2701367138572666
3,30.41753050556131,87.42875286011082,Pro54-5G Barasinga,0.0586924946916728,10.824662430368386,"(16.104833429940697, 16.104833429940697, 0.04317888506940116)",0.96971048751991,0.4872660602822943,1.9034699625895304,trapezoidal,3,0.3178301602338977,0.0806797183751381,0.1832208134415981,0.0810195099974344,0.0,0.9039862404400364,apogee,rocket_0172,dataset\trajectories\rocket_0172_trajectory.csv,7.153228494566543,2.442886087934869
6,223.8126139365619,88.76635303675788,Pro75-3G,0.1048880895411633,8.426139543938397,"(10.146547679975015, 10.146547679975015, 0.03459701219532756)",1.9159124323032328,0.4133219655085207,2.958120561167328,elyptique,4,0.3122221666050444,0.0530388837981521,0.2002172693753673,0.052126352105251,0.0,0.975697379900617,apogee,rocket_0173,dataset\trajectories\rocket_0173_trajectory.csv,4.851061303467843,-2.7955895976115053
6,307.854737248365,88.87963338930794,Pro75-3G,0.0539658733424155,7.5743562181979,"(10.037329211665822, 10.037329211665822, 0.020422887900451284)",1.554109450854953,0.5779216254408381,2.4068794400640128,trapezoidal,3,0.2938248467532443,0.1257880039454555,0.213353432637618,0.0144820648314456,0.0,1.1122062037969618,apogee,rocket_0174,dataset\trajectories\rocket_0174_trajectory.csv,4.851061303467843,-2.7955895976115053
10,280.41023035869216,87.9191941311903,Pro75-3G,0.0760620319941355,21.965500493196817,"(15.56587303280141, 15.56587303280141, 0.07219873162341664)",1.8962476319856063,0.383715130120964,2.484823051673871,trapezoidal,4,0.167699806196394,0.1216229920929229,0.2360657393465372,0.0319869376036043,0.0,1.1800518838471252,apogee,rocket_0175,dataset\trajectories\rocket_0175_trajectory.csv,2.2116717497838856,0.3545158723573989
2,246.0075732979172,86.22924115685619,Pro75M1670,0.0577147177270318,9.403246462610408,"(10.380432037616384, 10.380432037616384, 0.04310272618734749)",1.151337520717958,0.3507849482470531,1.5957934076646116,trapezoidal,4,0.3271502373686186,0.1901686421242845,0.1909507223855584,0.0140798475809626,0.0,1.0710299474378309,apogee,rocket_0176,dataset\trajectories\rocket_0176_trajectory.csv,0.0892761428145231,0.2047651933247667
3,350.99310839032574,84.58446983153526,Pro75M1670,0.1243766423225407,23.371885814170863,"(19.71031916217747, 19.71031916217747, 0.1147224994354429)",1.1462179460440076,0.4743713714705341,2.1871467867641163,elyptique,4,0.2281148146075791,0.1248290177415173,0.2096519522665302,0.0409538911336242,0.0,0.972273226699848,apogee,rocket_0177,dataset\trajectories\rocket_0177_trajectory.csv,7.153228494566543,2.442886087934869
